smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,MATS3dv,MATS4d,MATS1s,MATS3m,MATS8m,MATS1v,MATS6v,MATS7are,MATS1i,MATS4i,GATS8d,GATS8m,GATS8v,GATS8p,GATS1i,GATS6i,GATS7i,SaaaC,AETA_beta_ns_d,IC2,CIC5,MIC5,PEOE_VSA8,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,JGI4,JGI8,JGI10,PetitjeanIndex,C1=CC=CC=C1,CC1=CC=C2CNCC2=C1,O=[SH]C1=CC=CC=C1,CCO,CN,COC,CC1=CC=C(O)C=N1,CSC1=CC=CC=C1,CC1=CC=C(C)C=C1,O=C1NCC2=CC=CC=C12,COC1=CC=C2CNCC2=C1,C=O,CC=O,CS(C)=O,N#CC1=CC=CC=C1,C1=CC=NC=C1,CC#N,O=S,O=CC1=CC=CC=C1,CC,COC1=CC=C(C)C=C1,CC(C)=O,CC1=CC=CC=N1,C#N,COC1=CC=C(C)N=C1,CNC,OC1=CC=C2CNCC2=C1,COC1=CC=CC=C1,NC1=CC=C(S)C=C1,N#CC1=CC=CC=C1O,O=C1NCC2=CC=C(S)C=C12,C1=CC=C(N2CC3=CC=CC=C3C2)C=C1,OC1=CC=C(C2=CC=CC=N2)N=C1,C1=CC=C(OC2=CC=CN=C2)C=C1,CC1=CC=C2CN(C)CC2=C1,NC1=CC=C(O)C=C1,OC1=CC=CN=C1,CS,FCF,OC1=CC=C(C2=CC=CC=C2)C=C1,CF,CNC1=CC=C(O)C=C1,CC1=CC=C2C(=O)NCC2=C1,CC1=CC=CC=C1,CC1=CC=CC(N)=C1,OC1=CC=CC=C1,CSC1=CC=C(N)C=C1,COC1=CC=CC(O)=C1,CNC1=CC=CC=C1,COC1=CC=C(N)C=C1,CC1=CC=C2CNC(=O)C2=C1,CCC1=CC=C(N)C=C1,C[SH]=O,FC1=CC=C(F)C(F)=C1,COC1=CC=CN=C1,CCC,CN1CC2=CC=C(O)C=C2C1,FCC1=CC=CC=C1,CC1=CC=CC=C1O,C1=CC=C(CC2=CC=CC=C2)C=C1,O=C1NCC2=CC(S)=CC=C12,CC1=CC=C(O)C=C1,CCC1=CC=CC(C)=C1,CCN,C,CO,O=CC1=CC=C2CNCC2=C1,CC(F)F,CCF,CCC1=CC=CC=C1
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.208988328,0.312090591,0.665570293,0.539541692,0.46299906,0.970345944,0.557928236,0.150813596,0.80236965,0.589094771,0.569506257,0.592986865,0.175261163,0.321984834,0.472860119,0.378187515,0.379613942,0.566877306,0.834526624,0.948275862,0.291173035,0.166994977,0.296890254,0,0.302179637,0.069537056,0.142857143,0.28483909,0.228854001,0.106360699,0,0.916139195,0.243694993,0.454920944,0.666666667,3,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Cc5ccccc5)cc4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.208988328,0.565145846,1,0.642987764,0.397012949,0.571052845,0.74422766,0.355535692,0.586388197,0.784238459,0.412083279,0.646405514,0.532413022,0.378453065,0.36552714,0.317941796,0.215835754,0.64284746,0.971698979,0.75862069,0.363335766,0.187970891,0.236457695,0,0.099998331,0.252005392,0.208364124,0.142419545,0.320395601,0.106360699,0,0.916139195,0.243694993,0.454920944,0.666666667,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,23,0,0,0,0,2
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Cc5ccccc5)cc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.208988328,0.565145846,1,0.642987764,0.397012949,0.571052845,0.74422766,0.355535692,0.586388197,0.784238459,0.412083279,0.646405514,0.532413022,0.378453065,0.36552714,0.317941796,0.215835754,0.64284746,0.971698979,0.75862069,0.363335766,0.187970891,0.236457695,0,0.099998331,0.252005392,0.208364124,0.142419545,0.320395601,0.106360699,0,0.916139195,0.243694993,0.454920944,0.666666667,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,23,0,0,0,0,2
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Cc5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.208988328,0.565145846,1,0.642987764,0.397012949,0.571052845,0.74422766,0.355535692,0.586388197,0.784238459,0.412083279,0.646405514,0.532413022,0.378453065,0.36552714,0.317941796,0.215835754,0.64284746,0.971698979,0.75862069,0.363335766,0.187970891,0.236457695,0,0.099998331,0.252005392,0.208364124,0.142419545,0.320395601,0.106360699,0,0.916139195,0.243694993,0.454920944,0.666666667,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,23,0,0,0,0,2
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(-c5ccccc5)cc4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.141479536,0.461612863,0.699528659,0.593221619,0.587828517,0.74199268,0.752697411,0.496127785,0.552328942,0.785110198,0.230169717,0.865319879,0.196366785,0.276434547,0.471076879,0.290675977,0.28449769,0.440874856,0.946892261,0.785714286,0.234939106,0.17166031,0.255048807,0,0.099998331,0.238951375,0.142857143,0.142419545,0.320395601,0.106360699,0,0.3779178,0.407532352,0.494549316,1,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(-c5ccccc5)cc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.141479536,0.461612863,0.699528659,0.593221619,0.587828517,0.74199268,0.752697411,0.496127785,0.552328942,0.785110198,0.230169717,0.865319879,0.196366785,0.276434547,0.471076879,0.290675977,0.28449769,0.440874856,0.946892261,0.785714286,0.234939106,0.17166031,0.255048807,0,0.099998331,0.238951375,0.142857143,0.142419545,0.320395601,0.106360699,0,0.3779178,0.407532352,0.494549316,1,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(-c5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.141479536,0.461612863,0.699528659,0.593221619,0.587828517,0.74199268,0.752697411,0.496127785,0.552328942,0.785110198,0.230169717,0.865319879,0.196366785,0.276434547,0.471076879,0.290675977,0.28449769,0.440874856,0.946892261,0.785714286,0.234939106,0.17166031,0.255048807,0,0.099998331,0.238951375,0.142857143,0.142419545,0.320395601,0.106360699,0,0.3779178,0.407532352,0.494549316,1,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
N#Cc1ccc(Oc2ccc(NC3CC(=O)N(c4ccc(N5C(=O)CC(Nc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)C5=O)cc4)C3=O)cc2)cc1C#N,0.07,0.07,0.07,0,0.388888889,0.465376384,0.405395565,0,0.283074577,1,0.121693023,0.256067757,0.390729393,0.682816579,0.344890318,0.469477306,0.341330101,0.391433956,0.665668256,0.412625457,0.351619655,0.45308201,0.360746069,0.528763844,0.297804484,0.392857143,0.65542073,0.540221575,0.389776194,0.468019047,0.604359273,0.149208611,0.571428571,0.712097725,0.183169342,0.226926079,0.199749207,0.969712158,0.029935907,0.467412879,0.848484848,5,0,0,0,10,2,0,0,0,0,0,4,4,0,4,0,4,0,0,10,2,0,0,4,0,8,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,4,0,0,6,2,0,0,0,0,0,4,0,0,0,0,0,2,0,8,42,4,0,0,0,0
N#Cc1ccc(Oc2ccc(NC3CC(=O)N(c4ccc(N5C(=O)CC(Nc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)C5=O)cc4)C3=O)cc2)cc1C#N,0.01,0.01,0.01,0,0.388888889,0.542939114,0.405395565,0,0.283074577,1,0.121693023,0.256067757,0.390729393,0.682816579,0.344890318,0.469477306,0.341330101,0.391433956,0.665668256,0.412625457,0.351619655,0.45308201,0.360746069,0.528763844,0.297804484,0.392857143,0.65542073,0.540221575,0.389776194,0.468019047,0.604359273,0.149208611,0.571428571,0.712097725,0.183169342,0.226926079,0.199749207,0.969712158,0.029935907,0.467412879,0.848484848,5,0,0,0,10,2,0,0,0,0,0,4,4,0,4,0,4,0,0,10,2,0,0,4,0,8,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,4,0,0,6,2,0,0,0,0,0,4,0,0,0,0,0,2,0,8,42,4,0,0,0,0
Cc1cc(Cc2cc(C)c(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccccc7)cc6)cc5)cc3)C4=O)c(C)c2)cc(C)c1Oc1cccc2c1C(=O)NC2=O,0.0483,0.0483,0.0483,0,0.111111111,0.310250922,0.620578,0.287631807,0,0.463813556,0.315110744,0.330895591,0.560768347,0.976272623,0.382528573,0.741528191,0.889852719,0.527618585,0.799184311,0.409924966,0.292000852,0.320878271,0.223615095,1,0.297804484,0.328358209,0.648245047,0.430907492,0.433843683,0,0.917255438,0.852737373,0.057694094,0.712097725,0.803979067,0.631300778,0,0.5808342,0.305870882,0.290408461,0.864864865,8,0,0,0,5,4,0,0,0,4,0,4,4,0,0,0,0,0,4,11,4,0,0,0,0,4,0,8,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,12,0,8,0,0,2,1,0,0,0,0,0,1,0,0,6,1,0,4,4,4,57,8,0,0,0,2
CC(C)(c1ccccc1)c1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.153216834,0.413697823,0.823804864,0.567426387,0.338778974,0.648459077,0.731801696,0.869342296,0.482429632,0.786456792,0,0.942866258,0.276566052,0.423083341,0.623335492,0.368334809,0.221875482,0.361216067,0.952069696,0.709677419,0.41331094,0.312318743,0.221202655,0.222801701,0.099998331,0.238951375,0.142857143,0.142419545,0.228854001,0.660791888,0,0.639318128,0.627064644,0.765149511,0.666666667,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,25,0,0,0,0,6
CC(C)(c1ccccc1)c1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,0.001,0.001,0.001,0,0.666666667,0.310250922,0.153216834,0.413697823,0.823804864,0.567426387,0.338778974,0.648459077,0.731801696,0.869342296,0.482429632,0.786456792,0,0.942866258,0.276566052,0.423083341,0.623335492,0.368334809,0.221875482,0.361216067,0.952069696,0.709677419,0.41331094,0.312318743,0.221202655,0.222801701,0.099998331,0.238951375,0.142857143,0.142419545,0.228854001,0.660791888,0,0.639318128,0.627064644,0.765149511,0.666666667,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,25,0,0,0,0,6
CC(C)(c1ccccc1)c1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.153216834,0.413697823,0.823804864,0.567426387,0.338778974,0.648459077,0.731801696,0.869342296,0.482429632,0.786456792,0,0.942866258,0.276566052,0.423083341,0.623335492,0.368334809,0.221875482,0.361216067,0.952069696,0.709677419,0.41331094,0.312318743,0.221202655,0.222801701,0.099998331,0.238951375,0.142857143,0.142419545,0.228854001,0.660791888,0,0.639318128,0.627064644,0.765149511,0.666666667,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,25,0,0,0,0,6
CC(C)(c1ccc(Oc2cccc3c2C(=O)NC3=O)cc1)c1ccc(Oc2cccc3c2C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)cc1,0.0311,0.0446,0.03785,0,0.111111111,0.310250922,0.611344996,0.266932548,0.376566124,0.431569801,0.325530342,0.447509475,0.551854744,0.660763746,0.182204144,0.733635971,0.299371371,0.690417077,0.584658231,0.212060606,0.162552289,0.298444283,0.527957044,0.618630521,0.297804484,0.338461538,0.455609728,0.361142377,0.460720803,0.222801701,0.703270845,0.588513041,0,0.712097725,0.961186803,0.40897536,0,0.227154544,0.274644294,0.436712864,0.864864865,8,0,0,0,5,4,0,0,0,4,0,4,4,0,0,0,0,0,4,9,4,0,0,0,0,4,0,8,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,8,0,8,0,0,2,1,0,0,0,0,0,6,0,0,2,1,0,4,0,4,55,8,0,0,0,6
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)cc1,0.0124,0.0124,0.0124,0,0.384444444,0.077562731,0.401301722,0.22346891,0.499088413,0.480457069,0.225688607,0.345502638,0.57925477,0.802828898,0.122076495,0.712373584,0.099572289,0.863881189,0.631289168,0.402614458,0.409740844,0.348832163,0.280965793,0.577345421,0.297804484,0.244444444,0.487866192,0.353148484,0.33801733,0.222801701,0.895637946,0.169414319,0.057694094,0.712097725,0.411937201,0.40897536,0,0.409320875,0.189837333,0.380874782,0.8,5,0,0,0,5,2,0,0,0,4,2,4,4,0,0,0,0,0,4,8,4,0,0,0,0,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,2,0,0,0,0,0,0,6,1,0,0,1,0,4,0,4,37,4,0,0,0,6
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)cc1,0.01,0.012,0.011,0,0.555555556,0.155125461,0.401301722,0.22346891,0.499088413,0.480457069,0.225688607,0.345502638,0.57925477,0.802828898,0.122076495,0.712373584,0.099572289,0.863881189,0.631289168,0.402614458,0.409740844,0.348832163,0.280965793,0.577345421,0.297804484,0.244444444,0.487866192,0.353148484,0.33801733,0.222801701,0.895637946,0.169414319,0.057694094,0.712097725,0.411937201,0.40897536,0,0.409320875,0.189837333,0.380874782,0.8,5,0,0,0,5,2,0,0,0,4,2,4,4,0,0,0,0,0,4,8,4,0,0,0,0,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,2,0,0,0,0,0,0,6,1,0,0,1,0,4,0,4,37,4,0,0,0,6
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)cc1,0.031,0.031,0.031,0,0.111111111,0.232688192,0.592742484,0.102709183,0.421086062,0.422226986,0.178865241,0.470460288,0.551854744,0.701237153,0.315696232,0.733635971,0.240227215,0.940046109,0.515479237,0.21310885,0.239695478,0.298444283,0.43150037,0.587102372,0.297804484,0.338461538,0.415317567,0.361142377,0.451313464,0.222801701,1,0.588513041,0,0.712097725,0.961186803,0.40897536,0,0.257925976,0.112009031,0.266962292,0.871794872,8,0,0,0,5,4,0,0,0,4,2,4,4,0,0,0,0,0,4,9,6,0,0,0,0,4,2,8,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,8,0,8,0,0,2,1,0,0,0,0,0,6,1,0,0,1,0,6,0,4,55,8,0,0,0,6
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)cc1,0.014,0.0268,0.0204,0,0.111111111,0.310250922,0.592742484,0.102709183,0.421086062,0.422226986,0.178865241,0.470460288,0.551854744,0.701237153,0.315696232,0.733635971,0.240227215,0.940046109,0.515479237,0.21310885,0.239695478,0.298444283,0.43150037,0.587102372,0.297804484,0.338461538,0.415317567,0.361142377,0.451313464,0.222801701,1,0.588513041,0,0.712097725,0.961186803,0.40897536,0,0.257925976,0.112009031,0.266962292,0.871794872,8,0,0,0,5,4,0,0,0,4,2,4,4,0,0,0,0,0,4,9,6,0,0,0,0,4,2,8,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,8,0,8,0,0,2,1,0,0,0,0,0,6,1,0,0,1,0,6,0,4,55,8,0,0,0,6
CC(C)(C)c1cc(Oc2cccc3c2C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)c(C(C)(C)C)cc1Oc1cccc2c1C(=O)NC2=O,0.0426,0.0426,0.0426,0,0.111111111,0.310250922,0.625135654,0.61637988,0.914133381,0.410517022,0.156255287,0.168880022,0.521981613,0.656362625,0.310172481,0.694415908,0.760539571,0.652497782,0.762341876,0.934809306,0.942961059,0.395836219,0.289424091,0.878166071,0.297804484,0.34375,0.54422791,0.515066999,0.39420062,0.457820365,0.504360942,0.588513041,0,0.712097725,1,0.11346304,0,0.61203544,0.886437859,0.357117055,1,7,0,0,0,5,4,0,0,1,4,0,4,4,0,0,0,0,0,4,13,2,0,0,0,0,4,0,8,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,8,0,8,0,0,2,1,0,0,0,0,0,12,0,0,4,0,0,2,0,4,54,8,0,0,0,6
CC(C)(C)c1cc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)c(C(C)(C)C)cc1Oc1ccc2c(c1)C(=O)NC2=O,0.0311,0.0311,0.0311,0,0.111111111,0.310250922,0.588662806,0.464326652,0.890982185,0.401303724,0.022817624,0.27254587,0.521981613,0.609195405,0.366287698,0.694415908,0.705911196,0.079705938,0.696353773,0.819085819,0.791351214,0.395836219,0.248329463,0.907566451,0.297804484,0.34375,0.512486554,0.503259676,0.394803888,0.457820365,0.804361498,0.588513041,0,0.712097725,0.686562002,1,0,0.810433464,0.705467363,0.438506735,1,7,0,0,0,5,4,0,0,1,4,2,4,4,0,0,0,0,0,4,13,4,0,0,0,0,4,2,8,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,8,0,8,0,0,2,1,0,0,0,0,0,12,1,0,2,0,0,4,0,4,54,8,0,0,0,6
C=Cc1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(C=C)c(F)c4F)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C(c%12ccc%13c(c%12)C(=O)NC%13=O)(C(F)(F)F)C(F)(F)F)cc%11C%10=O)cc9C(F)(F)F)cc8)c(C(F)(F)F)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F,0.013,0.024,0.017,0,0.384444444,0.542939114,0.871562816,0.624007177,0.551278902,0.522537955,0.830561323,0.527762074,0.435392314,0.515721816,0.449796043,0.875212274,0.591731664,0.2733494,0.379365337,0.21398557,0.248686393,0.000776649,0.547037023,0.564157828,0.297804484,0.481751825,1,0.690096992,1,0,0.639970512,0.369457502,0,0.06241088,0,0.280795832,0.947348818,0.851536505,0.712386706,0.780717272,0.901960784,11,4,0,0,11,4,0,0,4,8,0,8,8,0,0,0,0,0,8,24,4,0,0,0,0,10,0,8,0,0,0,3,0,0,3,2,0,0,24,0,32,4,4,18,3,8,0,0,6,2,4,0,0,8,0,18,0,6,2,3,0,4,12,8,89,8,0,24,24,18
[H]c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)c1,0.01,0.01,0.01,0,0.388888889,0.465376384,0.1747424,0.747101586,0.809765121,0,0,0.358642707,0.840183784,0.512948739,0.702227962,0.758664081,0.374778464,0.347895354,0.661395454,0.46656808,0.560758787,0.357178052,0.395469549,0.587421363,0.297804484,0,0.289021935,0.048695476,0.657194943,0,0,0.351697432,0.642857143,0.213629318,0,0.11346304,0.319552058,0.309394243,0.399802249,0.777618831,0.736842105,4,0,8,0,5,0,0,4,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,28,0,0,0,0,0
[H]c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)c1,0.0091,0.0091,0.0091,0,0.388888889,0.542939114,0.1747424,0.747101586,0.809765121,0,0,0.358642707,0.840183784,0.512948739,0.702227962,0.758664081,0.374778464,0.347895354,0.661395454,0.46656808,0.560758787,0.357178052,0.395469549,0.587421363,0.297804484,0,0.289021935,0.048695476,0.657194943,0,0,0.351697432,0.642857143,0.213629318,0,0.11346304,0.319552058,0.309394243,0.399802249,0.777618831,0.736842105,4,0,8,0,5,0,0,4,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,28,0,0,0,0,0
[H]c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)c1,0.0058,0.0058,0.0058,0,0.388888889,0.155125461,0.1747424,0.747101586,0.809765121,0,0,0.358642707,0.840183784,0.512948739,0.702227962,0.758664081,0.374778464,0.347895354,0.661395454,0.46656808,0.560758787,0.357178052,0.395469549,0.587421363,0.297804484,0,0.289021935,0.048695476,0.657194943,0,0,0.351697432,0.642857143,0.213629318,0,0.11346304,0.319552058,0.309394243,0.399802249,0.777618831,0.736842105,4,0,8,0,5,0,0,4,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,28,0,0,0,0,0
[H]c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)c1,0.0054,0.0054,0.0054,0,0.388888889,0.387813653,0.1747424,0.747101586,0.809765121,0,0,0.358642707,0.840183784,0.512948739,0.702227962,0.758664081,0.374778464,0.347895354,0.661395454,0.46656808,0.560758787,0.357178052,0.395469549,0.587421363,0.297804484,0,0.289021935,0.048695476,0.657194943,0,0,0.351697432,0.642857143,0.213629318,0,0.11346304,0.319552058,0.309394243,0.399802249,0.777618831,0.736842105,4,0,8,0,5,0,0,4,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,28,0,0,0,0,0
[H]c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)c1,0.0045,0.0045,0.0045,0,0.388888889,0.232688192,0.1747424,0.747101586,0.809765121,0,0,0.358642707,0.840183784,0.512948739,0.702227962,0.758664081,0.374778464,0.347895354,0.661395454,0.46656808,0.560758787,0.357178052,0.395469549,0.587421363,0.297804484,0,0.289021935,0.048695476,0.657194943,0,0,0.351697432,0.642857143,0.213629318,0,0.11346304,0.319552058,0.309394243,0.399802249,0.777618831,0.736842105,4,0,8,0,5,0,0,4,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,28,0,0,0,0,0
[H]c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)c1,0.0036,0.0036,0.0036,0,0.388888889,0.310250922,0.1747424,0.747101586,0.809765121,0,0,0.358642707,0.840183784,0.512948739,0.702227962,0.758664081,0.374778464,0.347895354,0.661395454,0.46656808,0.560758787,0.357178052,0.395469549,0.587421363,0.297804484,0,0.289021935,0.048695476,0.657194943,0,0,0.351697432,0.642857143,0.213629318,0,0.11346304,0.319552058,0.309394243,0.399802249,0.777618831,0.736842105,4,0,8,0,5,0,0,4,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,28,0,0,0,0,0
[H]c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c2)c1,0.0119,0.0119,0.0119,0,0.388888889,0.542939114,0.174648223,0.538547309,0.485883871,0.149644019,0.17513682,0.394723694,0.678427288,0.535676022,0.564481308,0.678616252,0.198215058,0.354386384,0.638179827,0.405028598,0.484846086,0.360788794,0.368112454,0.719421309,0.297804484,0.144736842,0.41179124,0.02761097,0.562479402,0,0,0.074604306,0.857142857,0.213629318,0,0.11346304,0.159776029,0.238534656,0.307647745,0.466011651,0.736842105,4,0,4,0,5,1,0,2,0,4,2,4,4,2,0,0,0,2,4,4,2,0,0,0,0,4,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,2,0,4,28,2,0,0,0,0
